speed_avg,acc_avg_p,acc_avg_n,speed_var,acc_var_p,acc_var_n,labels
6.9929,0.44285,-0.36637,13.90144,0.1106,0.18478,1.0
10.46455,0.61204,-0.37567,33.16054,0.1805,0.26888,0.0
9.59497,0.66262,-0.41083,39.61425,0.29118,0.29702,0.0
11.16532,0.50279,-0.30517,26.0863,0.13328,0.15056,0.0
9.74151,0.7072,-0.39897,31.42857,0.21109,0.28114,0.0
10.75328,0.69948,-0.41253,24.06126,0.22443,0.32323,0.0
16.43907,0.54076,-0.18629,29.15071,3.59743,0.12443,0.0
15.92493,0.38539,-0.14842,29.83532,0.06792,0.10894,0.0
9.97001,0.47563,-0.24877,10.65558,0.15149,0.10063,1.0
6.19911,0.39928,-0.13176,3.45773,0.13318,0.04256,1.0
10.9099,0.61846,-0.40846,32.84126,0.18934,0.27051,0.0
8.55686,0.68638,-0.40789,30.47636,0.32472,0.30022,0.0
9.05591,0.45335,-0.28287,31.5232,0.15142,0.15904,0.0
10.02242,0.4427,-0.22974,23.83513,0.08984,0.20405,0.0
11.45079,0.45374,-0.2422,37.61899,0.14408,0.38594,0.0
10.99983,0.67983,-0.41356,21.27518,0.30247,0.22073,0.0
4.79196,0.48562,-0.21645,8.28887,0.09769,0.10291,1.0
5.86279,0.54364,-0.28516,2.89129,0.18531,0.12702,1.0
9.72759,0.72697,-0.44159,29.54536,0.34294,0.44452,0.0
23.87066,0.38481,-0.199,37.57787,0.08421,0.09417,0.0
12.69202,0.55171,-0.39824,19.78975,0.12118,0.27483,0.0
4.45353,0.36991,-0.13244,10.12633,0.06538,0.03528,1.0
21.18838,0.30275,-0.15662,2.60091,0.02699,0.03886,0.0
13.9409,0.4749,-0.30057,44.53471,0.18292,0.2596,0.0
8.80203,0.63165,-0.37318,25.94804,0.26025,0.22267,0.0
18.80952,0.3493,-0.10389,8.81889,0.06998,0.02399,0.0
13.0805,0.46715,-0.22136,23.63764,0.18092,0.17056,0.0
15.7696,0.40018,-0.21749,19.91999,0.06657,0.08829,0.0
21.1831,0.42096,-0.24078,78.18229,0.08231,0.13904,2.0
9.0883,0.49198,-0.37083,22.08719,0.1537,0.23293,0.0
5.96695,0.46653,-0.22279,5.89079,0.1016,0.10135,1.0
5.65291,0.65897,-0.36585,4.11476,0.89473,0.9265,1.0
4.67316,0.60671,-0.18286,3.09539,1.09141,0.23891,1.0
15.18954,0.56677,-0.31315,35.89484,0.89301,0.2368,0.0
10.85204,0.44792,-0.35109,24.31118,0.12894,0.24966,0.0
22.59138,0.46423,-0.27738,64.36245,0.13007,0.24756,2.0
4.24967,0.54611,-0.35136,9.00582,0.19353,0.16962,1.0
7.42546,0.53318,-0.2372,42.76703,0.23064,0.10796,0.0
6.12901,0.37685,-0.18883,3.85313,0.06527,0.07294,1.0
9.55604,0.67538,-0.55896,28.84186,0.27678,0.42174,0.0
13.6607,0.58758,-0.48137,43.20629,0.26786,0.44605,0.0
9.98606,0.62929,-0.4631,26.17092,0.14673,0.3425,0.0
14.70987,0.38574,-0.20066,23.94012,0.05828,0.08479,0.0
6.72075,0.41496,-0.20173,14.26262,0.08239,0.08411,1.0
14.93249,0.39814,-0.24527,11.06719,0.06787,0.12144,0.0
6.59805,0.55875,-0.38326,14.07547,0.42981,0.19592,1.0
5.61572,0.41422,-0.33714,8.81223,0.06293,0.13955,1.0
9.13814,0.5924,-0.40108,18.26136,0.15303,0.23949,1.0
6.21871,0.58115,-0.40245,11.10868,0.16139,0.28919,1.0
11.87626,0.51216,-0.3256,38.19704,0.19096,0.18509,0.0
14.18277,0.48495,-0.28073,45.55276,0.15185,0.19026,0.0
11.44183,0.56898,-0.3986,32.62449,0.30365,0.3758,0.0
10.91037,0.54201,-0.30781,30.52632,0.18178,0.17972,0.0
13.60431,0.54642,-0.42071,23.8477,0.15121,0.24494,0.0
3.52201,0.55412,-0.30312,2.30506,0.3826,0.19114,1.0
10.95944,0.62554,-0.5207,30.43693,0.27457,0.43543,0.0
13.81361,0.51318,-0.33257,17.34199,0.10371,0.32916,0.0
13.00151,0.47216,-0.42712,20.30635,0.08474,0.36992,0.0
9.64454,0.75282,-0.48548,26.09143,0.27955,0.29136,0.0
10.00027,0.69753,-0.45414,29.18411,0.34201,0.37492,0.0
12.64011,0.50961,-0.34153,11.99793,0.28911,0.28413,0.0
15.58853,0.4913,-0.24208,36.16415,0.16206,0.14578,0.0
13.45238,0.62441,-0.27471,40.38961,0.22574,0.1317,0.0
13.80053,0.53151,-0.29114,35.10827,0.14869,0.16136,0.0
10.69066,0.53596,-0.3016,17.98551,0.13511,0.17573,0.0
6.47473,0.47282,-0.26344,17.66239,0.10715,0.15729,1.0
13.3751,0.50168,-0.28745,35.91794,0.12348,0.15547,0.0
13.75691,0.62475,-0.3451,40.97712,0.22158,0.2122,0.0
11.74237,0.6302,-0.40647,26.00506,0.20304,0.23237,0.0
1.71939,0.48053,-0.21188,4.47003,0.12699,0.05772,1.0
6.99812,0.57761,-0.48013,23.60152,0.13703,0.22608,1.0
10.23035,0.47358,-0.30459,22.70041,0.11976,0.19541,0.0
29.27545,0.36203,-0.17132,53.21618,0.97374,0.11617,0.0
21.33663,0.44909,-0.34582,37.99894,0.10286,0.29231,0.0
29.22676,0.30385,-0.19338,16.64458,0.02533,0.08091,0.0
27.44577,0.29321,-0.19004,11.75767,0.01866,0.06372,0.0
10.62546,0.62405,-0.56209,31.45632,0.17994,0.41174,0.0
13.3717,0.41646,-0.23574,60.49295,0.08763,0.11969,2.0
9.57719,0.39022,-0.28372,37.18592,0.08807,0.14171,0.0
12.0843,0.44283,-0.26581,54.18441,0.16993,0.14576,2.0
10.36362,0.54176,-0.28653,49.74351,0.14135,0.14825,2.0
16.73651,0.49786,-0.30762,34.96867,0.30731,0.14119,0.0
10.55852,0.479,-0.31135,40.21938,0.12668,0.1486,0.0
8.98643,0.51404,-0.37641,15.81408,0.14069,0.22066,1.0
7.7818,0.58912,-0.34031,16.72871,0.17973,0.16324,1.0
13.72997,0.5278,-0.26338,20.71571,0.11961,0.09067,0.0
11.60714,0.81608,-0.50294,39.71138,0.31518,0.31454,0.0
13.69158,0.59906,-0.34958,38.42956,0.2709,0.25096,0.0
14.63782,0.56908,-0.43914,37.34063,0.15345,0.16413,0.0
8.4867,0.62584,-0.39912,22.41683,0.18185,0.20949,1.0
11.12981,0.64193,-0.37746,24.66792,0.20638,0.18677,0.0
14.05445,0.59534,-0.31642,29.30545,0.18274,0.16178,0.0
12.82636,0.57082,-0.3154,26.53754,0.2064,0.19135,0.0
12.74184,0.80029,-0.5793,29.21059,0.84134,0.56269,0.0
12.27875,0.32126,-0.14977,10.14907,0.05172,0.08521,1.0
11.03293,0.29352,-0.14863,12.21025,0.0256,0.0801,1.0
14.70921,0.46388,-0.3402,51.22107,0.09314,0.20412,0.0
11.15385,0.43935,-0.32922,39.03394,0.11622,0.22271,0.0
10.36944,0.42936,-0.4038,15.14515,0.05641,0.23794,1.0
10.18664,0.47942,-0.418,13.91076,0.12166,0.29681,1.0
5.93704,0.40137,-0.16564,4.57331,0.08668,0.05992,1.0
6.14793,0.40107,-0.13432,2.77014,0.09066,0.04945,1.0
15.1448,0.64271,-0.40411,41.27659,1.65286,0.27958,0.0
11.76792,0.53424,-0.30995,21.36793,0.14916,0.23141,0.0
16.0441,0.51545,-0.23806,29.28533,1.53021,0.27066,0.0
6.53529,0.32379,-0.17762,1.94338,0.04819,0.05967,1.0
7.97274,0.57955,-0.46059,18.20869,0.17207,0.28279,1.0
11.01593,0.57902,-0.34716,32.49547,0.23417,0.20111,0.0
8.84217,0.52858,-0.41757,20.33838,0.09547,0.29993,1.0
19.15642,0.36177,-0.22691,36.53173,0.05631,0.14198,0.0
8.04884,0.48296,-0.35987,12.19318,0.09911,0.18524,1.0
3.28533,0.4581,-0.28593,8.6808,0.09699,0.15677,1.0
6.98194,0.62908,-0.5097,19.74764,0.16648,0.25676,1.0
13.19778,0.50745,-0.28748,52.24953,0.16197,0.15805,2.0
16.00371,0.45269,-0.24684,41.63672,0.12021,0.15675,0.0
14.17276,0.58969,-0.49043,18.92831,0.17359,0.29553,0.0
19.68098,0.5345,-0.37819,62.4553,0.32667,0.32738,2.0
11.59946,0.41221,-0.22607,33.42016,0.08189,0.14053,0.0
11.41098,0.56831,-0.32549,27.89511,0.17964,0.2069,0.0
9.47496,0.64342,-0.39547,16.81224,0.58749,0.44936,1.0
9.95784,0.50505,-0.40412,30.05258,0.13063,0.24499,0.0
11.79971,0.48562,-0.36008,29.41931,0.11138,0.23259,0.0
4.94628,0.74047,-0.23878,33.0809,0.89357,0.26511,1.0
11.55174,0.44108,-0.2141,16.63084,0.16722,0.14143,0.0
21.6244,0.33177,-0.13435,69.03491,0.44817,0.18745,2.0
10.69759,0.64641,-0.32923,33.77651,0.4718,0.22316,0.0
11.12221,0.64782,-0.43978,34.70388,0.21236,0.34961,0.0
9.65411,0.62425,-0.38953,23.62539,0.16787,0.30027,0.0
5.84795,0.44815,-0.2335,13.4822,0.09269,0.07539,1.0
16.77439,0.29144,-0.13804,8.88429,0.01597,0.04574,0.0
7.45407,0.35782,-0.11058,55.35295,0.04853,0.03462,2.0
16.26514,0.43638,-0.3008,34.24468,0.11166,0.17294,0.0
8.4726,0.4906,-0.24948,31.57481,0.12337,0.11833,0.0
10.54778,0.36784,-0.21738,29.84593,0.02371,0.05608,0.0
3.76223,0.48225,-0.2447,11.03963,0.13123,0.10864,1.0
18.28672,0.40021,-0.14184,27.64797,0.13578,0.08251,0.0
16.83333,0.49406,-0.19674,16.05123,0.10483,0.07692,0.0
13.20032,0.61856,-0.30058,41.12775,0.21698,0.22001,0.0
15.14262,0.50205,-0.14621,19.03856,1.49715,0.60112,0.0
15.03956,0.47592,-0.31088,50.7488,0.12652,0.18569,0.0
5.72934,0.59743,-0.39447,16.47621,0.19562,0.16706,1.0
15.39994,0.43819,-0.31068,43.47748,0.0994,0.15319,0.0
9.62302,0.4112,-0.28863,9.70067,0.07589,0.13891,1.0
1.25364,0.22958,-0.05185,0.06609,0.01406,0.0171,1.0
11.70847,0.56887,-0.34909,38.56339,0.17685,0.16701,0.0
13.42665,0.46893,-0.2034,9.42235,0.85031,0.15211,0.0
16.53361,0.58175,-0.31088,24.12316,1.3529,0.25493,0.0
30.31101,0.28543,-0.12521,6.06232,0.0123,0.03348,0.0
8.28736,0.65002,-0.44192,24.60836,0.22295,0.3133,0.0
8.11636,0.50637,-0.42716,19.36359,0.16594,0.30976,1.0
6.7086,0.52726,-0.30273,5.94615,0.21888,0.17848,1.0
7.2424,0.41156,-0.25835,9.81843,0.07608,0.11707,1.0
9.09507,0.57443,-0.3048,18.74551,0.15414,0.17542,1.0
15.41786,0.41817,-0.21653,37.71558,0.09364,0.14132,0.0
10.8292,0.47969,-0.23223,14.58829,0.13267,0.19952,1.0
20.39473,0.38492,-0.17076,66.61416,0.08039,0.10526,2.0
10.13123,0.68321,-0.4259,33.785,0.27642,0.24037,0.0
11.92375,0.62276,-0.35091,32.2591,0.24173,0.28121,0.0
6.61533,0.41864,-0.15489,3.27783,0.1132,0.11121,1.0
20.76536,0.58773,-0.34753,96.50146,0.24459,0.29372,2.0
4.42185,0.51346,-0.33822,7.10896,0.17986,0.16476,1.0
6.12875,0.4147,-0.27049,16.02004,0.06934,0.11699,1.0
23.48081,0.56292,-0.60157,89.46692,0.16551,0.56019,2.0
28.16265,0.34107,-0.19871,52.33096,0.03851,0.11347,0.0
11.21178,0.77456,-0.60815,25.08511,0.34951,0.4411,0.0
5.81432,0.5241,-0.34169,11.19678,0.12654,0.15105,1.0
11.76042,0.49324,-0.33108,52.51886,0.1014,0.24585,2.0
7.17726,0.57899,-0.48809,13.88992,0.15238,0.31947,1.0
0.60978,0.29586,-0.10374,0.13817,0.05655,0.03505,1.0
11.56234,0.51422,-0.27251,33.63857,0.14514,0.2313,0.0
8.6736,0.59671,-0.35559,33.94006,0.22033,0.31017,0.0
5.52406,0.45739,-0.22273,4.2471,0.22314,0.09094,1.0
5.37311,0.7625,-0.28813,5.24467,1.88552,0.41281,1.0
12.24684,0.53652,-0.44207,26.70069,0.11355,0.29026,0.0
9.93868,0.62323,-0.41269,35.6671,0.19801,0.33066,0.0
11.20253,0.48698,-0.34226,40.36905,0.16008,0.1905,0.0
10.92432,0.64361,-0.54662,29.19347,0.24511,0.37361,0.0
8.62046,0.63129,-0.37473,15.20339,0.18681,0.26401,1.0
15.49688,0.46959,-0.296,51.98373,0.13287,0.21969,0.0
23.49314,0.3777,-0.17047,16.33627,0.06031,0.07805,0.0
14.62052,0.49324,-0.3004,38.19592,0.11218,0.19148,0.0
23.71832,0.38496,-0.20927,5.53323,0.06129,0.07268,0.0
10.08918,0.62318,-0.50079,20.83878,0.1504,0.30453,0.0
13.96736,0.48346,-0.3978,14.91765,0.11554,0.1861,0.0
21.12873,0.39077,-0.21328,18.84687,0.06012,0.09343,0.0
14.80337,0.52037,-0.44949,64.49078,0.15262,0.30379,2.0
3.39424,0.4337,-0.25757,4.41063,0.08997,0.10051,1.0
13.0834,0.42593,-0.25452,69.37339,0.14502,0.10736,2.0
3.96423,0.52756,-0.28719,2.96853,0.1397,0.25551,1.0
7.70933,0.441,-0.29949,51.96147,0.09114,0.16191,2.0
29.33527,0.39373,-0.27342,23.70185,0.04711,0.11464,0.0
31.12438,0.36753,-0.25961,16.06051,0.04654,0.12427,0.0
30.22012,0.32115,-0.18498,8.21154,0.02201,0.07753,0.0
28.10528,0.38438,-0.28245,25.53206,0.03218,0.13614,0.0
15.05016,0.47822,-0.33773,38.54628,0.1607,0.70735,0.0
16.39148,0.39511,-0.19337,28.33318,0.05351,0.09754,0.0
20.68605,0.40588,-0.19548,62.83286,0.08463,0.13303,2.0
23.14301,0.36982,-0.21533,45.33953,0.06703,0.09388,0.0
26.96637,0.31395,-0.12684,45.95153,0.04436,0.08631,0.0
7.22687,0.41263,-0.17984,5.2088,0.05746,0.09659,1.0
6.94287,0.61029,-0.47259,16.36518,0.21749,0.29741,1.0
9.14636,0.58088,-0.28479,50.01751,0.259,0.10686,2.0
10.17037,0.83802,-0.68101,18.65376,0.45107,0.56619,0.0
6.03311,0.33792,-0.13506,2.14415,0.05278,0.06701,1.0
11.65054,0.56391,-0.52295,28.48708,0.29606,0.71337,0.0
11.01625,0.55023,-0.38361,39.55888,0.26958,0.23994,0.0
7.12917,0.5307,-0.36077,13.67422,0.10063,0.15067,1.0
15.55666,0.45733,-0.2796,10.27903,0.0735,0.10414,0.0
11.62819,0.51433,-0.32708,28.94161,0.1408,0.16887,0.0
17.37065,0.5922,-0.36267,45.89906,1.42554,0.2326,0.0
14.15,0.42135,-0.13368,23.7375,0.59794,0.08633,0.0
15.83772,0.30096,-0.09387,20.75602,0.04026,0.08589,0.0
18.29092,0.25987,-0.08937,2.90497,0.00989,0.01723,0.0
10.10835,0.49275,-0.35934,26.08325,0.12411,0.2424,0.0
14.44026,0.47692,-0.28468,26.26027,0.13121,0.25829,0.0
17.05867,0.43462,-0.20648,42.08828,0.10148,0.1533,0.0
12.14516,0.48687,-0.37872,40.21691,0.15971,0.37236,0.0
5.86637,0.43102,-0.18207,6.35428,0.07759,0.08657,1.0
6.19524,0.36447,-0.16177,2.60631,0.07194,0.07851,1.0
15.31433,0.2862,-0.14669,9.74661,0.03641,0.09923,0.0
13.1666,0.38381,-0.26998,23.21025,0.08671,0.23956,0.0
26.35558,0.34913,-0.22282,26.42207,0.05686,0.14195,0.0
22.56452,0.49972,-0.29636,80.71173,1.40947,1.02437,2.0
7.92222,0.5065,-0.35555,18.53984,0.15216,0.3884,1.0
14.56318,0.45377,-0.33181,23.8973,0.10514,0.22453,0.0
14.63597,0.56839,-0.29459,29.29029,0.10823,0.36374,0.0
7.12653,0.61912,-0.33005,13.75052,0.1455,0.19056,1.0
27.24144,0.25185,-0.1072,2.0475,0.01401,0.02925,0.0
15.90685,0.44069,-0.22426,25.8996,0.17429,0.12772,0.0
11.1623,0.50127,-0.27312,20.23705,0.55592,0.30932,0.0
12.4871,0.53566,-0.3099,18.40399,0.16157,0.16654,0.0
13.40148,0.54576,-0.26131,13.21536,0.63949,0.3705,0.0
7.44098,0.46177,-0.3746,11.27266,0.09418,0.3217,1.0
13.98139,0.3952,-0.18072,25.50972,0.2249,0.15386,0.0
12.51921,0.63063,-0.39371,27.84896,0.18386,0.26906,0.0
14.75086,0.4473,-0.25055,17.5715,0.15805,0.15021,0.0
6.68588,0.50987,-0.35789,8.80612,0.3617,0.15253,1.0
24.86809,0.33181,-0.14605,17.04881,0.03917,0.05311,0.0
12.93778,0.53265,-0.33669,34.59104,0.23039,0.18855,0.0
9.79568,0.60062,-0.37271,29.28657,0.22074,0.22635,0.0
15.12709,0.40949,-0.28552,26.13149,0.10081,0.22243,0.0
16.09254,0.35496,-0.18676,20.54117,0.07264,0.12671,0.0
27.12786,0.36582,-0.16891,75.70038,0.4652,0.31186,2.0
7.66785,0.46422,-0.2478,23.20173,0.20433,0.22257,1.0
4.60668,0.55777,-0.26966,10.45097,0.17631,0.15045,1.0
21.12609,0.36376,-0.19987,59.90793,0.08724,2.32886,2.0
20.3159,0.41393,-0.21998,37.09027,0.26934,0.07632,0.0
9.79392,0.64232,-0.42909,27.41267,0.17111,0.22656,0.0
11.45194,0.62525,-0.36399,22.87068,0.19349,0.25819,0.0
18.40571,0.60109,-0.38364,37.42249,0.3271,0.22508,0.0
22.08405,0.46832,-0.29198,74.78395,0.63714,0.23218,2.0
14.79231,0.44519,-0.23809,24.41769,0.10683,0.19356,0.0
13.15206,0.44469,-0.23979,56.66549,0.09986,0.16859,2.0
8.15085,0.57318,-0.36522,16.19722,0.23474,0.20002,1.0
12.10066,0.44315,-0.32373,22.8739,0.10043,0.19499,0.0
15.08735,0.62332,-0.51312,35.0252,0.20483,0.33975,0.0
19.40205,0.42177,-0.18595,25.53379,0.54818,0.10802,0.0
6.38039,0.63889,-0.51659,16.11246,0.17757,0.30688,1.0
16.29342,0.41402,-0.25495,37.80783,0.28375,0.19185,0.0
23.40777,0.22902,-0.04022,2.42191,0.00517,0.01025,0.0
18.301,0.47403,-0.29505,38.38542,0.07049,0.1587,0.0
20.95108,0.3786,-0.19419,63.49314,0.07277,0.10154,2.0
17.46653,0.41577,-0.23725,38.7018,0.07263,0.31671,0.0
17.5313,0.36854,-0.20063,26.37639,0.20573,0.15343,0.0
11.35571,0.63184,-0.46081,31.98428,0.22396,0.2719,0.0
11.07275,0.78334,-0.52053,41.17137,1.72029,1.39375,0.0
4.55961,0.46575,-0.25784,21.31256,0.09919,0.08164,1.0
14.31345,0.36966,-0.26976,17.53698,0.06569,0.1646,0.0
7.80146,0.5464,-0.24166,4.25822,0.58971,0.1196,1.0
11.40656,0.28745,-0.0915,0.39285,0.03197,0.02513,1.0
5.56287,0.41094,-0.2128,5.41075,0.06509,0.06945,1.0
7.6895,0.42601,-0.22316,10.93612,0.07763,0.12143,1.0
8.3978,0.42812,-0.21036,11.79554,0.07102,0.1198,1.0
7.60093,0.47573,-0.25696,13.15877,0.09757,0.12004,1.0
1.19011,0.23302,-0.04641,0.05643,0.00868,0.00943,1.0
13.92497,0.57079,-0.20116,18.33434,0.53646,0.17454,0.0
26.26339,0.39175,-0.24727,80.57323,0.08851,0.19244,2.0
14.46737,0.64383,-0.62157,46.80993,0.24426,0.4731,0.0
5.7703,0.44025,-0.18117,5.17854,0.24439,0.06708,1.0
22.07711,0.3771,-0.16757,28.75244,0.09659,0.07891,0.0
24.2272,0.31269,-0.13212,10.57477,0.03669,0.0546,0.0
19.22319,0.45592,-0.22468,49.49056,0.91426,0.22619,0.0
17.37838,0.5939,-0.29046,67.08899,2.03802,1.08401,2.0
24.24714,0.47258,-0.27659,26.9206,0.80577,0.53461,0.0
8.57962,0.61079,-0.44574,29.7681,0.15687,0.30105,0.0
9.04405,0.64345,-0.40276,36.17527,0.18177,0.2477,0.0
7.99747,0.56397,-0.49905,23.43007,0.12108,0.31077,1.0
12.61095,0.45551,-0.28499,29.16079,0.12773,0.1905,0.0
14.34237,0.43658,-0.17385,84.56375,0.36323,0.37032,2.0
11.12084,0.67245,-0.37021,24.63602,1.11332,0.39898,0.0
14.2239,0.50254,-0.32605,5.01593,0.13302,0.14872,1.0
4.62525,0.35564,-0.19632,1.38085,0.04266,0.06415,1.0
20.30451,0.3511,-0.16538,78.09857,0.05414,0.08036,2.0
9.69281,0.57038,-0.45755,22.00622,0.19854,0.24556,0.0
9.98227,0.50611,-0.25055,23.69437,0.14662,0.1035,0.0
10.52879,0.66075,-0.38739,25.79067,0.22696,0.30289,0.0
15.71962,0.47988,-0.31705,41.50754,0.07667,0.16363,0.0
10.46723,0.651,-0.4952,34.24968,0.18376,0.36305,0.0
12.6181,0.45291,-0.27274,20.35908,0.17179,0.15395,0.0
12.50109,0.54551,-0.27098,35.51107,0.1479,0.15597,0.0
12.19389,0.63119,-0.4269,38.61132,0.19614,0.25408,0.0
15.87172,0.63075,-0.39964,40.21095,0.2336,0.23818,0.0
14.17869,0.40267,-0.2505,33.45672,0.08164,0.09901,0.0
17.34855,0.43149,-0.29479,19.57604,0.22939,0.652,0.0
7.53756,0.49504,-0.21739,9.74882,0.09749,0.09052,1.0
19.21893,0.37149,-0.17693,54.87386,0.07557,0.09133,0.0
19.54245,0.46742,-0.19028,19.71513,0.06852,0.12024,0.0
14.10758,0.41083,-0.23092,9.39883,0.0873,0.15567,0.0
5.12244,0.27457,-0.08861,2.39001,0.01479,0.02179,1.0
7.44344,0.37243,-0.15714,4.99338,0.06269,0.07187,1.0
7.35835,0.36986,-0.13748,5.00789,0.07601,0.05022,1.0
10.619,0.58805,-0.35174,13.09341,0.17553,0.25421,1.0
5.56414,0.49147,-0.20038,4.73859,0.4033,0.09748,1.0
9.66734,0.60488,-0.38785,38.37085,0.14256,0.26323,0.0
12.04147,0.58162,-0.34996,29.2433,0.1362,0.21765,0.0
12.41277,0.54552,-0.33948,46.51015,0.49254,0.41635,0.0
6.29051,0.4173,-0.17932,3.14426,0.10155,0.06418,1.0
17.28573,0.48869,-0.16797,37.35774,0.11625,0.10545,0.0
6.12971,0.44934,-0.18145,4.59036,0.38914,0.16277,1.0
3.1855,0.86754,-0.18392,8.85744,2.49649,0.17894,1.0
16.63538,0.38298,-0.24479,16.73723,0.05034,0.10801,0.0
9.24116,0.74655,-0.48356,26.001,0.2416,0.32908,0.0
11.25918,0.65569,-0.43973,30.63289,0.20481,0.38919,0.0
11.32846,0.55862,-0.4045,28.49125,0.2187,0.26896,0.0
15.41392,0.47255,-0.29661,21.17272,0.08878,0.26208,0.0
10.23071,0.54238,-0.36179,30.71856,0.14432,0.30622,0.0
5.69318,0.53085,-0.37954,14.34308,0.1181,0.29889,1.0
5.67006,0.39223,-0.20513,1.71063,0.06185,0.08048,1.0
1.18717,0.23419,-0.05235,0.04688,0.01904,0.01279,1.0
10.84761,0.6515,-0.44411,23.90339,0.26339,0.30394,0.0
9.01587,0.54184,-0.39043,24.15684,0.18698,0.24424,0.0
11.01151,0.63138,-0.35035,28.46453,0.2755,0.19135,0.0
11.49434,0.49521,-0.27663,25.9541,0.12034,0.11346,0.0
12.24469,0.65688,-0.31628,30.72129,0.17206,0.16527,0.0
13.07895,0.48145,-0.28538,28.985,0.10501,0.14201,0.0
15.00718,0.42872,-0.17399,9.72656,1.23378,0.06114,0.0
17.59536,0.30749,-0.10812,5.76796,0.01133,0.01984,0.0
0.00163,0.27722,-0.00034,0.00045,0.0,6e-05,1.0
0.00678,0.3373,-0.00164,0.00184,0.00354,0.00027,1.0
0.0006,0.37186,0.0,0.00017,0.0,0.0,1.0
7.28591,0.51223,-0.2825,10.90418,0.13911,0.10213,1.0
9.92312,0.54947,-0.3874,18.48601,0.13296,0.24662,0.0
30.3833,0.30162,-0.15255,25.05975,0.02515,0.06903,0.0
17.58868,0.37976,-0.25301,26.49528,0.13366,0.14217,0.0
19.21167,0.34017,-0.18347,10.28548,0.0321,0.05872,0.0
7.78639,0.5045,-0.33706,14.472,0.13129,0.15241,1.0
10.44774,0.57095,-0.55348,31.0763,0.16953,0.60002,0.0
13.50812,0.75575,-0.55939,35.69798,0.4264,0.60395,0.0
9.57421,0.54158,-0.3567,17.68301,0.53931,0.24183,1.0
11.41038,0.60116,-0.38901,19.09743,0.44545,0.31619,0.0
10.89322,0.72551,-0.45845,25.17673,0.34055,0.45073,0.0
11.85204,0.70276,-0.40167,27.15086,0.33706,0.64908,0.0
5.94861,0.62749,-0.38782,31.7452,0.20989,0.26505,1.0
32.2093,0.58768,-0.15215,3.18315,7.26125,0.76201,0.0
5.76728,0.50271,-0.25133,4.97412,0.15627,0.13096,1.0
17.6418,0.34993,-0.22266,18.65075,0.03011,0.14023,0.0
18.80842,0.37672,-0.24515,27.63681,0.05141,0.11975,0.0
14.58413,0.50925,-0.38975,34.09292,0.2051,0.39386,0.0
8.51885,0.58975,-0.40584,24.64146,0.18076,0.3091,0.0
16.53916,0.34761,-0.1875,30.12145,0.08014,0.09978,0.0
6.24667,0.40911,-0.26297,12.36558,0.10218,0.08894,1.0
7.61918,0.44674,-0.31677,13.54815,0.08293,0.14513,1.0
9.16536,0.50309,-0.33999,19.48031,0.11477,0.19814,1.0
4.84815,0.72198,-0.5493,9.1539,0.19539,0.37536,1.0
10.58377,0.62969,-0.38029,27.24812,0.20075,0.22686,0.0
16.42299,0.35955,-0.2197,18.94318,0.04443,0.07981,0.0
23.15722,0.35439,-0.13268,19.44002,0.04659,0.05705,0.0
23.23169,0.35242,-0.18766,25.56982,0.03068,0.06687,0.0
2.14068,0.93513,-0.54191,11.5327,1.32669,1.62854,1.0
6.04434,0.61828,-0.28215,6.18218,1.00428,0.42842,1.0
9.5835,0.60936,-0.38788,30.61301,0.18891,0.26593,0.0
8.05964,0.65563,-0.45426,20.77335,0.23467,0.29479,1.0
10.66215,0.5586,-0.38056,26.05036,0.18849,0.23748,0.0
13.23702,0.52538,-0.32769,39.48371,0.19746,0.20906,0.0
5.54594,0.63362,-0.33785,5.45926,0.89444,0.60825,1.0
3.87534,0.43939,-0.17281,2.45133,0.39107,0.07623,1.0
25.86803,0.35743,-0.12271,45.17596,1.05571,0.40979,0.0
13.14253,0.65245,-0.24091,67.38485,3.24096,1.38298,2.0
10.97857,0.62206,-0.32127,25.61419,0.2484,0.18596,0.0
5.58962,0.37318,-0.11962,11.6468,0.07843,0.08719,1.0
10.08107,0.65536,-0.44082,27.20281,0.19836,0.2933,0.0
11.33724,0.63321,-0.38263,28.61845,0.43652,0.87777,0.0
23.83555,0.42564,-0.23106,51.85132,0.48916,0.32908,0.0
16.45707,0.49646,-0.25499,21.78056,0.21006,0.2014,0.0
20.13333,0.37586,-0.26141,19.70239,0.06409,0.12885,0.0
9.86667,0.5021,-0.37171,19.03186,0.11871,0.20386,0.0
6.88859,0.48055,-0.27898,25.64927,0.11632,0.17725,1.0
7.22833,0.66362,-0.41852,17.05847,0.18956,0.21477,1.0
6.78866,0.53196,-0.39594,24.23046,0.13562,0.21696,1.0
5.91075,0.37903,-0.16545,3.64585,0.0759,0.05277,1.0
16.04251,0.57202,-0.36385,64.14799,0.19605,0.2097,2.0
15.44125,0.43396,-0.16666,24.20647,0.14406,0.06123,0.0
16.78443,0.37523,-0.20676,5.91201,0.05243,0.0604,0.0
17.18873,0.3672,-0.24302,30.87785,0.05892,0.10041,0.0
16.50298,0.3058,-0.15057,18.08189,0.04745,0.05484,0.0
15.0525,0.54586,-0.36353,61.71918,0.21732,0.23111,2.0
15.83789,0.57469,-0.27757,45.62207,0.23626,0.1286,0.0
24.74191,0.33752,-0.14926,46.99872,0.05815,0.10393,0.0
23.03395,0.32959,-0.15374,38.42647,0.08597,0.10934,0.0
